Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
camera_fixation,-5.43071216944219E-07,0.0610175397843626,0.0278321654677833,0,0,0,0.111512757258877,0.000186503471337719,-1.69626348304093E-08,4.24161109771058E-10,8.30008082027743E-05,-4.486315676084E-05,0.000159890419329594,0,0,0,0,0,0,package://eye_in_hand_camera/meshes/camera_fixation.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://eye_in_hand_camera/meshes/camera_fixation.STL,,final_part_V2-1,camera_fixator,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
camera,-0.000214789208294226,-0.00859653380921056,-0.0127088225414887,0,0,0,0.00526823039045375,3.61325460574644E-07,-8.42039670403038E-10,-1.32258782224661E-10,1.72552909734866E-07,2.49313101261162E-10,5.16628342181524E-07,0,0,0,0,0,0,package://eye_in_hand_camera/meshes/camera.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://eye_in_hand_camera/meshes/camera.STL,,camera_with_pcb-2,Coordinate System2,Axis_camera_mount,camera_mount,fixed,0.00025,0.09397,0.06673,0,0,0,camera_fixation,0,0,0,,,,,,,,,,,,
